name,lat,lng,type,region,base_lake
Lavonia Water Works Lake,34.466893,-83.1408612,Lake,USA_South_Carolina,Lake Hartwell
Smith Pond,34.5566087,-83.0035545,Water,USA_South_Carolina,Lake Hartwell
Hartwell Mica Mine Lake,34.3338668,-82.9447858,Water,USA_South_Carolina,Lake Hartwell
Reservoir Five,34.2944595,-83.091696,Reservoir,USA_South_Carolina,Lake Hartwell
Brooks Lake,34.2979817,-83.0315955,Reservoir,USA_South_Carolina,Lake Hartwell
Reservoir 17,34.3016578,-83.0129371,Reservoir,USA_South_Carolina,Lake Hartwell
Deans Lake,34.378888,-83.0900195,Reservoir,USA_South_Carolina,Lake Hartwell
Mitchells Lake,34.5749725,-82.9880765,Water,USA_South_Carolina,Lake Hartwell
Keaslers Pond,34.5722145,-82.9803357,Water,USA_South_Carolina,Lake Hartwell
Ables Pond,34.5644839,-83.0089076,Reservoir,USA_South_Carolina,Lake Hartwell
Gunnels Lake,34.3116906,-83.0382762,Reservoir,USA_South_Carolina,Lake Hartwell
Reservoir 38,34.4163454,-83.1327046,Water,USA_South_Carolina,Lake Hartwell
Wilders Pond,34.2695854,-83.0721474,Water,USA_South_Carolina,Lake Hartwell
Reservoir 30,34.207128,-82.9549499,Water,USA_South_Carolina,Lake Hartwell
McLaughlin Lake,34.2597996,-82.8382672,Reservoir,USA_South_Carolina,Lake Hartwell
Cole Lake One,34.3129149,-82.8365195,Water,USA_South_Carolina,Lake Hartwell
Reservoir Eight,34.3213443,-83.0534828,Reservoir,USA_South_Carolina,Lake Hartwell
Lake Hartwell,34.5491503,-82.9700041,Reservoir,USA_South_Carolina,Lake Hartwell
Richard B. Russell Lake,34.1908769,-82.701475,Reservoir,USA_South_Carolina,Lake Hartwell
Reflection Pond,34.677431,-82.8363609,Water,USA_South_Carolina,Lake Keowee
Coneross Creek Reservoir,34.7280811,-83.1098724,Reservoir,USA_South_Carolina,Lake Keowee
Reids Pond,34.7298578,-83.1177919,Reservoir,USA_South_Carolina,Lake Keowee
Lake Cheohee,34.9317127,-83.0702151,Reservoir,USA_South_Carolina,Lake Keowee
Negro Fork Reservoir,34.7279875,-83.0834278,Reservoir,USA_South_Carolina,Lake Keowee
Browns Lake,34.7758527,-83.0489663,Water,USA_South_Carolina,Lake Keowee
Duck Pond,34.675241,-82.8209528,Water,USA_South_Carolina,Lake Keowee
Crystal Lake,34.828168,-83.1391105,Reservoir,USA_South_Carolina,Lake Keowee
Lake Issaqueena,34.7429956,-82.8614189,Reservoir,USA_South_Carolina,Lake Keowee
Praters Creek Pond,34.8466363,-82.7795047,Reservoir,USA_South_Carolina,Lake Keowee
Whitewater Lake,34.9093946,-83.0091606,Water,USA_South_Carolina,Lake Keowee
Country Club Lake,34.840401,-82.6851518,Water,USA_South_Carolina,Lake Keowee
Lake Jemike,34.781737,-83.1354288,Reservoir,USA_South_Carolina,Lake Keowee
Marritt Pond,34.6905113,-83.0732909,Reservoir,USA_South_Carolina,Lake Keowee
Hayes and Collins Lake,34.8874357,-82.7738996,Reservoir,USA_South_Carolina,Lake Keowee
Mcjunkins Pond,34.8499524,-82.773724,Reservoir,USA_South_Carolina,Lake Keowee
Lake Front Homes Pond,34.9235099,-83.1243979,Reservoir,USA_South_Carolina,Lake Keowee
Holden Pond,34.8550096,-82.7164387,Reservoir,USA_South_Carolina,Lake Keowee
Bookers Lake,34.8262138,-83.0670607,Reservoir,USA_South_Carolina,Lake Keowee
Adams Pond,34.6607342,-83.0125056,Reservoir,USA_South_Carolina,Lake Keowee
Lake Leroy,34.8756089,-83.1506006,Reservoir,USA_South_Carolina,Lake Keowee
Ile Creek Lake,34.8600069,-82.8478775,Reservoir,USA_South_Carolina,Lake Keowee
Heritage Pond,34.6742992,-82.8227085,Water,USA_South_Carolina,Lake Keowee
Twelve Mile River Watershed Six Reservoir,34.914454,-82.7304329,Reservoir,USA_South_Carolina,Lake Keowee
Coneross Watershed 9-A Reservoir,34.6922971,-83.0961245,Reservoir,USA_South_Carolina,Lake Keowee
Nickols Pond,34.6738136,-82.9922507,Reservoir,USA_South_Carolina,Lake Keowee
Walhalla Reservoir,34.8158796,-83.1135954,Reservoir,USA_South_Carolina,Lake Keowee
Lake Becky,34.8507688,-83.1135675,Reservoir,USA_South_Carolina,Lake Keowee
Lake Cherokee,34.910585,-83.0637743,Reservoir,USA_South_Carolina,Lake Keowee
Peters Pond,34.7202502,-83.0843974,Reservoir,USA_South_Carolina,Lake Keowee
Browns Lake,34.8962281,-82.9891595,Reservoir,USA_South_Carolina,Lake Keowee
Varnadore Pond,34.6047275,-83.0291993,Water,USA_South_Carolina,Lake Keowee
Rochester Lake Number Two,34.9155307,-83.0177942,Reservoir,USA_South_Carolina,Lake Keowee
Webbs Pond,34.6969262,-83.0025672,Reservoir,USA_South_Carolina,Lake Keowee
Coneross Watershed 21 Reservoir,34.7035818,-83.0141808,Reservoir,USA_South_Carolina,Lake Keowee
Gillespie Lake,34.6985433,-82.7162079,Reservoir,USA_South_Carolina,Lake Keowee
Prater Pond,34.616055,-83.0414602,Water,USA_South_Carolina,Lake Keowee
BoJangles Pond,34.7598487,-83.0543093,Water,USA_South_Carolina,Lake Keowee
123 Pond,34.6989755,-82.9301849,Water,USA_South_Carolina,Lake Keowee
Mill Pond,34.8914046,-83.1424669,Reservoir,USA_South_Carolina,Lake Keowee
Dons Pond,34.9179019,-82.732585,Reservoir,USA_South_Carolina,Lake Keowee
Lake Issaqueena,34.741361,-82.8618292,Lake,USA_South_Carolina,Lake Keowee
Lake Issaqueena,34.7357774,-82.8632978,Reservoir,USA_South_Carolina,Lake Keowee
Lake Keowee,34.8306384,-82.9214805,Reservoir,USA_South_Carolina,Lake Keowee
Lake Jocassee,35.012017,-82.9407983,Reservoir,USA_South_Carolina,Lake Keowee
Rochester Lake Number One,34.921862,-83.0230809,Water,USA_South_Carolina,Lake Keowee
Lake Jemike,34.7848216,-83.1345634,Reservoir,USA_South_Carolina,Lake Keowee
Old Seneca River Channel,34.6754624,-82.8492872,Water,USA_South_Carolina,Lake Keowee
Big Rock Lake,34.9548202,-82.785158,Reservoir,USA_South_Carolina,Lake Keowee
Lake Diana,34.9219513,-82.8662633,Reservoir,USA_South_Carolina,Lake Keowee
Gordons Lake,34.8808999,-83.1309669,Reservoir,USA_South_Carolina,Lake Keowee
Oconee State Park Lake Number One,34.866553,-83.1029048,Reservoir,USA_South_Carolina,Lake Keowee
Oconee State Park Lake Number Two,34.862204,-83.1091309,Reservoir,USA_South_Carolina,Lake Keowee
Keasler Pond,34.9163792,-82.8428405,Reservoir,USA_South_Carolina,Lake Keowee
Lake Carlton,34.9257872,-82.8212793,Reservoir,USA_South_Carolina,Lake Keowee
Lamaster Pond,34.6580703,-82.8194221,Reservoir,USA_South_Carolina,Lake Keowee
Reedy Cove Creek Lake,35.0245623,-82.7995855,Reservoir,USA_South_Carolina,Lake Jocassee
Intermont Lake,35.1049458,-83.0034165,Reservoir,USA_South_Carolina,Lake Jocassee
Blue Ridge Lake,35.1664673,-82.9389569,Water,USA_South_Carolina,Lake Jocassee
Hogback,35.1121953,-82.980502,Reservoir,USA_South_Carolina,Lake Jocassee
Holly Berry Mountain Lake,35.0680225,-83.1204925,Reservoir,USA_South_Carolina,Lake Jocassee
Lupton Lake,35.1268551,-83.077795,Reservoir,USA_South_Carolina,Lake Jocassee
Baumrucker Lake,35.064977,-83.1480881,Water,USA_South_Carolina,Lake Jocassee
Frozen Lake,35.0928167,-82.8739939,Water,USA_South_Carolina,Lake Jocassee
Meadow Lake,35.1149394,-83.0411053,Reservoir,USA_South_Carolina,Lake Jocassee
Trout Pond,35.138168,-83.062684,Water,USA_South_Carolina,Lake Jocassee
Raymond Fisher Pond,35.0857861,-82.948861,Water,USA_South_Carolina,Lake Jocassee
McConnell Lake,35.1041815,-83.0846729,Water,USA_South_Carolina,Lake Jocassee
Cashiers Lake,35.1069185,-83.1005528,Water,USA_South_Carolina,Lake Jocassee
Finleys Lake,34.9601707,-82.7037885,Reservoir,USA_South_Carolina,Lake Jocassee
Jewel Lake,35.0970814,-83.0819974,Water,USA_South_Carolina,Lake Jocassee
Hogback Lake,35.120997,-83.014642,Water,USA_South_Carolina,Lake Jocassee
Jones Lake,34.9597879,-82.6418869,Water,USA_South_Carolina,Lake Jocassee
Lawton Lake,35.0742605,-82.6581072,Lake,USA_South_Carolina,Lake Jocassee
Webb Lake,35.15343,-83.0989371,Water,USA_South_Carolina,Lake Jocassee
Tanasee Creek Lake,35.2128433,-82.9947083,Water,USA_South_Carolina,Lake Jocassee
Hurricane Lake,35.1210468,-83.1276239,Water,USA_South_Carolina,Lake Jocassee
Boot Lake,35.1303778,-82.6855506,Reservoir,USA_South_Carolina,Lake Jocassee
Arrowhead Lake,35.1349252,-82.6870654,Reservoir,USA_South_Carolina,Lake Jocassee
Tar Heel Lake,35.1336444,-82.6819108,Reservoir,USA_South_Carolina,Lake Jocassee
Lora Young Lake,35.1324015,-82.758381,Water,USA_South_Carolina,Lake Jocassee
Ford Lake,35.1515318,-82.7719266,Water,USA_South_Carolina,Lake Jocassee
Sequoyah Woods Lake,35.1511417,-82.6992068,Reservoir,USA_South_Carolina,Lake Jocassee
Deep Woods Lake,35.162331,-82.7509125,Water,USA_South_Carolina,Lake Jocassee
Rainbow Lake,35.1336005,-82.7704514,Reservoir,USA_South_Carolina,Lake Jocassee
Mcfarland Lake,35.1479564,-82.7794051,Water,USA_South_Carolina,Lake Jocassee
Lake Taroga,35.1417979,-82.7331089,Water,USA_South_Carolina,Lake Jocassee
Shawver Lake,35.1294233,-82.6993942,Reservoir,USA_South_Carolina,Lake Jocassee
Betty Kay Lake,35.1333284,-82.6842682,Reservoir,USA_South_Carolina,Lake Jocassee
Ticoa Lake,35.152683,-82.7359106,Water,USA_South_Carolina,Lake Jocassee
N Shore Lake,35.1255415,-82.7303068,Water,USA_South_Carolina,Lake Jocassee
T J Wilson Lake,35.131259,-82.7122973,Water,USA_South_Carolina,Lake Jocassee
Lake Wanteska,35.1503156,-82.7661329,Water,USA_South_Carolina,Lake Jocassee
Shearin Pond,35.1398463,-82.7565701,Water,USA_South_Carolina,Lake Jocassee
W S Sagar Lake,35.1136411,-82.7955146,Water,USA_South_Carolina,Lake Jocassee
Richard Wood Upper Lake,35.1064816,-83.1379596,Reservoir,USA_South_Carolina,Lake Jocassee
Richard Wood Lower Lake,35.1026001,-83.1310961,Reservoir,USA_South_Carolina,Lake Jocassee
Lake Barbara,35.0019378,-82.7485372,Water,USA_South_Carolina,Lake Jocassee
Childrens Pond,35.1438026,-82.9749852,Water,USA_South_Carolina,Lake Jocassee
Fairfield Lake,35.1269082,-83.0413592,Reservoir,USA_South_Carolina,Lake Jocassee
Lake Toxaway,35.1313561,-82.9450323,Reservoir,USA_South_Carolina,Lake Jocassee
Sapphire Lake,35.1082007,-83.021002,Water,USA_South_Carolina,Lake Jocassee
Table Rock Reservoir,35.0630159,-82.687546,Reservoir,USA_South_Carolina,Lake Jocassee
Atagahi Lake,35.1478378,-82.7169454,Water,USA_South_Carolina,Lake Jocassee
Bad Creek Reservoir,35.014109,-83.0180846,Reservoir,USA_South_Carolina,Lake Jocassee
Lake Cardinal,35.1487072,-82.9605938,Reservoir,USA_South_Carolina,Lake Jocassee
Hampton Lake,35.1006572,-83.0798018,Lake,USA_South_Carolina,Lake Jocassee
Lake Oolenoy,35.0205292,-82.6928096,Reservoir,USA_South_Carolina,Lake Jocassee
Pinnacle Lake,35.0291085,-82.6978204,Reservoir,USA_South_Carolina,Lake Jocassee
Wilds Lake,35.0869938,-82.8665273,Reservoir,USA_South_Carolina,Lake Jocassee
Trout Lake,35.1431381,-82.6893736,Reservoir,USA_South_Carolina,Lake Jocassee
Queens Creek Lake,35.2788422,-83.6526972,Reservoir,USA_North_Carolina,Fontana Lake
Leonard Phillips Lake,35.3118416,-83.7989024,Reservoir,USA_North_Carolina,Fontana Lake
Cheoah Valley Lake,35.4630344,-83.9266466,Water,USA_North_Carolina,Fontana Lake
Nantahala River,35.268039,-83.6356824,Water,USA_North_Carolina,Fontana Lake
Fontana Lake,35.4095102,-83.6574819,Reservoir,USA_North_Carolina,Fontana Lake
Chilhowee Lake,35.5219279,-84.0147836,Reservoir,USA_North_Carolina,Fontana Lake
Lake Santeetlah,35.3463579,-83.8578495,Lake,USA_North_Carolina,Fontana Lake
Calderwood Lake,35.4750946,-83.9587561,Reservoir,USA_North_Carolina,Fontana Lake
Robinsons Pond,36.3998366,-77.8214074,Reservoir,USA_North_Carolina,Lake Gaston
Warrens Pond,36.3765528,-77.8543299,Reservoir,USA_North_Carolina,Lake Gaston
Crawleys Pond,36.3555037,-77.7878706,Reservoir,USA_North_Carolina,Lake Gaston
Ryders Pond,36.3667542,-77.9432557,Reservoir,USA_North_Carolina,Lake Gaston
Johnson Pond;Dickens Pond,36.4529992,-77.8489857,Reservoir,USA_North_Carolina,Lake Gaston
Wrights Pond,36.4422918,-77.6840244,Reservoir,USA_North_Carolina,Lake Gaston
Rainey Pond,36.5599809,-77.7454275,Reservoir,USA_North_Carolina,Lake Gaston
Smith Pond,36.5841365,-77.6550958,Reservoir,USA_North_Carolina,Lake Gaston
Smiths Pond,36.5840782,-77.6529101,Reservoir,USA_North_Carolina,Lake Gaston
Garners Millpond,36.5581433,-77.6716804,Reservoir,USA_North_Carolina,Lake Gaston
Doyles Pond,36.6288413,-77.7013087,Reservoir,USA_North_Carolina,Lake Gaston
Rodwell Pond,36.4350655,-77.9651894,Water,USA_North_Carolina,Lake Gaston
Lake Gaston,36.5441206,-78.0553223,Reservoir,USA_North_Carolina,Lake Gaston
Roanoke Rapids Lake,36.4850482,-77.7416889,Reservoir,USA_North_Carolina,Lake Gaston
Mitchells Pond,36.6235659,-77.673899,Water,USA_North_Carolina,Lake Gaston
Willomore Lake,35.7252498,-80.1304837,Reservoir,USA_North_Carolina,High Rock Lake
Ritchies Lake,35.4962308,-80.2712513,Reservoir,USA_North_Carolina,High Rock Lake
Cobles Reservoir,35.7483833,-80.2937954,Reservoir,USA_North_Carolina,High Rock Lake
Granite Lake,35.6190958,-80.4468333,Reservoir,USA_North_Carolina,High Rock Lake
Happys Lake,35.5601554,-80.4957084,Reservoir,USA_North_Carolina,High Rock Lake
Clear Lake,35.6382785,-80.2454992,Water,USA_North_Carolina,High Rock Lake
High Rock Lake,35.623202,-80.2377414,Water,USA_North_Carolina,High Rock Lake
Dafor Lake,35.408067,-80.1350641,Water,USA_North_Carolina,High Rock Lake
Falls Reservoir,35.4057948,-80.085341,Reservoir,USA_North_Carolina,High Rock Lake
Reservoir Lake,35.3990828,-80.1979185,Reservoir,USA_North_Carolina,High Rock Lake
City Park Lake,35.6804689,-80.4634712,Lake,USA_North_Carolina,High Rock Lake
Lake Baranski,35.6914249,-80.4779562,Lake,USA_North_Carolina,High Rock Lake
High Rock Lake,35.6391383,-80.2516067,Reservoir,USA_North_Carolina,High Rock Lake
Badin Lake,35.4598272,-80.1197991,Reservoir,USA_North_Carolina,High Rock Lake
High Rock Lake,35.6679668,-80.2862324,Reservoir,USA_North_Carolina,High Rock Lake
Tuckertown Reservoir,35.5423141,-80.2014394,Reservoir,USA_North_Carolina,High Rock Lake
Gibson Lake,35.4883919,-80.2800992,Lake,USA_North_Carolina,High Rock Lake
Table Rock Fish Hatchery Lake,35.846568,-81.8376086,Reservoir,USA_North_Carolina,Lake James
Broughton Hospital Reservoir,35.6398068,-81.7502464,Reservoir,USA_North_Carolina,Lake James
Lake Calhoun,35.5916866,-81.8726075,Lake,USA_North_Carolina,Lake James
Structure Number Six B Lake,35.5995032,-81.9500247,Water,USA_North_Carolina,Lake James
Morgan Lake,35.7265284,-82.0546104,Water,USA_North_Carolina,Lake James
Goodmans Lake,35.8036979,-81.7653768,Water,USA_North_Carolina,Lake James
Structure Number Two C Lake,35.6300111,-82.0026973,Reservoir,USA_North_Carolina,Lake James
Lake David,35.6212526,-81.906778,Water,USA_North_Carolina,Lake James
Structure Number Nineteen Lake,35.591506,-81.8823383,Water,USA_North_Carolina,Lake James
Lake Tahoma,35.726856,-82.0864993,Reservoir,USA_North_Carolina,Lake James
Leonhart Lake,35.7450294,-81.6432285,Reservoir,USA_North_Carolina,Lake James
Henry Harris Lake,35.8397513,-81.7832988,Water,USA_North_Carolina,Lake James
Waters Lake,35.6141644,-81.8082071,Water,USA_North_Carolina,Lake James
Morganton Watershed Lake,35.6229656,-81.7059053,Reservoir,USA_North_Carolina,Lake James
Buckner Lake,35.8407327,-82.1099285,Water,USA_North_Carolina,Lake James
Swiss Pine Lake,35.894652,-82.0782048,Reservoir,USA_North_Carolina,Lake James
Laurel Lake,35.8664119,-82.1104289,Reservoir,USA_North_Carolina,Lake James
Shafords Lake,35.8784096,-82.0615175,Reservoir,USA_North_Carolina,Lake James
Spruce Pine Reservoir,35.8913375,-82.0850506,Water,USA_North_Carolina,Lake James
Small pond from creek,35.6805768,-81.7630227,Water,USA_North_Carolina,Lake James
Structure Number Six B Lake,35.5974974,-81.9551972,Reservoir,USA_North_Carolina,Lake James
Matt Brooks Lake,35.5188785,-81.9027252,Reservoir,USA_North_Carolina,Lake James
Lake Rhodhiss,35.7791811,-81.5447856,Lake,USA_North_Carolina,Lake James
Lake James,35.7550801,-81.9099286,Lake,USA_North_Carolina,Lake James
Hunting Creek,35.7192573,-81.6840473,Water,USA_North_Carolina,Lake James
Hunting Creek,35.7308823,-81.6801004,Water,USA_North_Carolina,Lake James
Dingle Pond,33.5183385,-80.4178946,Water,USA_South_Carolina,Lake Marion
Santee Shores Pond,33.487906,-80.4859282,Water,USA_South_Carolina,Lake Marion
D H Rast House Pond,33.5703364,-80.6196947,Reservoir,USA_South_Carolina,Lake Marion
D H Rast Lower Pond,33.5671472,-80.6180432,Reservoir,USA_South_Carolina,Lake Marion
Bulls Pond Dam D-3774,33.4411118,-80.5490135,Water,USA_South_Carolina,Lake Marion
Elliot Millpond,33.6535613,-80.4920366,Reservoir,USA_South_Carolina,Lake Marion
Peedee Lake,33.2745656,-80.4428063,Lake,USA_South_Carolina,Lake Marion
Summerton Waste Treatment Pond,33.5760274,-80.3502806,Reservoir,USA_South_Carolina,Lake Marion
Fox Tindal Pond,33.6550725,-80.4452934,Reservoir,USA_South_Carolina,Lake Marion
Lake Marion,33.532207,-80.3501279,Reservoir,USA_South_Carolina,Lake Marion
Wilson Pond,32.9496233,-79.9353734,Reservoir,USA_South_Carolina,Lake Moultrie
Georgie Pond,32.9458158,-79.9389875,Reservoir,USA_South_Carolina,Lake Moultrie
James,32.9630665,-79.9430409,Water,USA_South_Carolina,Lake Moultrie
Matthew,32.9662277,-79.9462219,Water,USA_South_Carolina,Lake Moultrie
Mark,32.9636951,-79.9599171,Water,USA_South_Carolina,Lake Moultrie
Luke,32.9634792,-79.9580143,Water,USA_South_Carolina,Lake Moultrie
Big David,32.9662841,-79.9518422,Water,USA_South_Carolina,Lake Moultrie
Dutes Pond,32.9430456,-79.9898941,Reservoir,USA_South_Carolina,Lake Moultrie
New Tenant Pond,32.9486457,-79.9815043,Reservoir,USA_South_Carolina,Lake Moultrie
Brown Pond,32.9492336,-79.9676973,Reservoir,USA_South_Carolina,Lake Moultrie
Old Tenant Pond,32.9535815,-79.982893,Water,USA_South_Carolina,Lake Moultrie
Paul,32.9696353,-79.9543067,Water,USA_South_Carolina,Lake Moultrie
John,32.9701154,-79.9577472,Water,USA_South_Carolina,Lake Moultrie
Logan Pond,32.9377428,-79.9582439,Water,USA_South_Carolina,Lake Moultrie
Georgie Pond,32.9463382,-79.9377436,Water,USA_South_Carolina,Lake Moultrie
Hard Pinch Reserve,33.0555761,-79.8345523,Water,USA_South_Carolina,Lake Moultrie
Bates Pond,33.029618,-79.758255,Water,USA_South_Carolina,Lake Moultrie
Gravel Hill Lake,33.325462,-79.9160903,Reservoir,USA_South_Carolina,Lake Moultrie
Long Field Pond,33.0256167,-79.9944804,Water,USA_South_Carolina,Lake Moultrie
Lower Reserve,33.1026108,-79.8416495,Water,USA_South_Carolina,Lake Moultrie
Raccoon Pond,33.1824776,-79.7756764,Water,USA_South_Carolina,Lake Moultrie
Lake Greenview,32.9957443,-80.0297029,Water,USA_South_Carolina,Lake Moultrie
Wilson Pond,32.9498707,-79.9355556,Water,USA_South_Carolina,Lake Moultrie
Upper Reserve,33.1055908,-79.8532665,Water,USA_South_Carolina,Lake Moultrie
Crane Pond,33.0362771,-79.9836811,Water,USA_South_Carolina,Lake Moultrie
Mayrants Reserve,32.983167,-79.7199978,Water,USA_South_Carolina,Lake Moultrie
Midway Reserve,33.1385144,-79.8572719,Water,USA_South_Carolina,Lake Moultrie
Old Tenant Pond,32.9540339,-79.9829767,Water,USA_South_Carolina,Lake Moultrie
Leneigh Reserve,33.0476559,-79.836039,Water,USA_South_Carolina,Lake Moultrie
Longleaf Otter Pond,32.9991507,-80.0131917,Water,USA_South_Carolina,Lake Moultrie
Blackberry Pond,33.2656378,-79.8572534,Water,USA_South_Carolina,Lake Moultrie
Saxony Lake,33.1291395,-80.1005179,Water,USA_South_Carolina,Lake Moultrie
Stormwater Pond,32.9633538,-80.0478344,Water,USA_South_Carolina,Lake Moultrie
Thornley Pond,33.2242895,-80.0137724,Reservoir,USA_South_Carolina,Lake Moultrie
Goose Creek Reservoir,32.9533368,-80.0245886,Water,USA_South_Carolina,Lake Moultrie
Little Hellhole Reserve,33.165335,-79.8437299,Water,USA_South_Carolina,Lake Moultrie
Lake Moultrie,33.3130732,-80.0655379,Reservoir,USA_South_Carolina,Lake Moultrie
Coingtee Lake,33.0826666,-79.9116235,Water,USA_South_Carolina,Lake Moultrie
Midland Lake,32.9191411,-80.0450924,Water,USA_South_Carolina,Lake Moultrie
Lachicotte Creek,32.9469098,-79.7784692,Water,USA_South_Carolina,Lake Moultrie
Crowfield Lake,33.0153253,-80.0726414,Lake,USA_South_Carolina,Lake Moultrie
Whaley Pond,33.0978546,-80.0416259,Water,USA_South_Carolina,Lake Moultrie
Wagner Creek,32.9158009,-79.8038135,Water,USA_South_Carolina,Lake Moultrie
Little Spar Lake,48.2132421,-116.0146185,Water,USA_Idaho,Lake Pend Oreille
Lake Cocolalla,48.1251007,-116.6139712,Water,USA_Idaho,Lake Pend Oreille
Blacktail Lake,48.3429687,-116.1378526,Water,USA_Idaho,Lake Pend Oreille
Livermore Lake,48.2115488,-116.3956173,Water,USA_Idaho,Lake Pend Oreille
Shepherd Lake,48.1848696,-116.5286229,Lake,USA_Idaho,Lake Pend Oreille
Walden Pond,48.0624383,-116.003827,Water,USA_Idaho,Lake Pend Oreille
Porcupine Lake,48.2419792,-116.1845186,Lake,USA_Idaho,Lake Pend Oreille
Lake Pend Oreille,48.1341475,-116.4068443,Lake,USA_Idaho,Lake Pend Oreille
Comeback Bay,48.2251123,-116.5399889,Water,USA_Idaho,Lake Pend Oreille
Cabinet Gorge Reservoir,48.0352881,-115.9021651,Reservoir,USA_Idaho,Lake Pend Oreille
Kilroy Lakes,48.1207953,-116.3733162,Lake,USA_Idaho,Lake Pend Oreille
Round Lake,48.161843,-116.6384839,Lake,USA_Idaho,Lake Pend Oreille
Gamlin Lake,48.2234973,-116.3867988,Lake,USA_Idaho,Lake Pend Oreille
Avondale Lake,47.7734413,-116.755755,Reservoir,USA_Idaho,Lake Coeur d'Alene
Blue Lake,47.4893898,-116.6823273,Water,USA_Idaho,Lake Coeur d'Alene
Medicine Lake,47.4683325,-116.5850369,Water,USA_Idaho,Lake Coeur d'Alene
Black Lake,47.4482249,-116.6627462,Lake,USA_Idaho,Lake Coeur d'Alene
